TCM_symptom_id,TCM_symptom_name,first_source,first_status,first_detail_url,first_message,second_source,second_status,second_detail_url,second_message,updated,updated_source
279,腐肉不去,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%85%90%E8%82%89%E4%B8%8D%E5%8E%BB,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
281,妇女癥瘕,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%A6%87%E5%A5%B3%E7%99%A5%E7%98%95,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
285,腹部胀满,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%85%B9%E9%83%A8%E8%83%80%E6%BB%A1,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
291,腹有癥块,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%85%B9%E6%9C%89%E7%99%A5%E5%9D%97,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
284,腹部隐痛,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%85%B9%E9%83%A8%E9%9A%90%E7%97%9B,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
286,腹部胀满不舒,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%85%B9%E9%83%A8%E8%83%80%E6%BB%A1%E4%B8%8D%E8%88%92,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
289,腹痛绵绵,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%85%B9%E7%97%9B%E7%BB%B5%E7%BB%B5,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
302,肝阳眩晕,duguji,ok,https://baike.duguji.cn/baike/w/%E8%82%9D%E9%98%B3%E7%9C%A9%E6%99%95,,,skipped_first_source_success,,,yes,duguji
303,肝脏肿大,duguji,ok,https://baike.duguji.cn/baike/w/%E8%82%9D%E8%84%8F%E8%82%BF%E5%A4%A7,,,skipped_first_source_success,,,yes,duguji
307,感冒夹惊,duguji,ok,https://baike.duguji.cn/baike/w/%E6%84%9F%E5%86%92%E5%A4%B9%E6%83%8A,,,skipped_first_source_success,,,yes,duguji
293,腹胀满,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%85%B9%E8%83%80%E6%BB%A1,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
294,腹中冷痛,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%85%B9%E4%B8%AD%E5%86%B7%E7%97%9B,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
297,肝火目赤,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%82%9D%E7%81%AB%E7%9B%AE%E8%B5%A4,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
299,肝区胀痛,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%82%9D%E5%8C%BA%E8%83%80%E7%97%9B,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
295,腹中胀满,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%85%B9%E4%B8%AD%E8%83%80%E6%BB%A1,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
300,肝热目赤,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%82%9D%E7%83%AD%E7%9B%AE%E8%B5%A4,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
301,肝痛,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%82%9D%E7%97%9B,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
311,肛窦炎出血,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%82%9B%E7%AA%A6%E7%82%8E%E5%87%BA%E8%A1%80,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
320,高热神昏,duguji,not_found,https://baike.duguji.cn/baike/w/%E9%AB%98%E7%83%AD%E7%A5%9E%E6%98%8F,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
308,干泾不舒,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%B9%B2%E6%B3%BE%E4%B8%8D%E8%88%92,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
316,肛门灼热,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%82%9B%E9%97%A8%E7%81%BC%E7%83%AD,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
321,高血压头痛,duguji,not_found,https://baike.duguji.cn/baike/w/%E9%AB%98%E8%A1%80%E5%8E%8B%E5%A4%B4%E7%97%9B,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
323,髙热,duguji,not_found,https://baike.duguji.cn/baike/w/%E9%AB%99%E7%83%AD,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
324,髙热不退,duguji,not_found,https://baike.duguji.cn/baike/w/%E9%AB%99%E7%83%AD%E4%B8%8D%E9%80%80,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
327,睾丸肿,duguji,not_found,https://baike.duguji.cn/baike/w/%E7%9D%BE%E4%B8%B8%E8%82%BF,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
325,睾丸偏坠,duguji,not_found,https://baike.duguji.cn/baike/w/%E7%9D%BE%E4%B8%B8%E5%81%8F%E5%9D%A0,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
337,咯吐不爽,duguji,ok,https://baike.duguji.cn/baike/w/%E5%92%AF%E5%90%90%E4%B8%8D%E7%88%BD,,,skipped_first_source_success,,,yes,duguji
328,睾丸坠胀疼痛,duguji,not_found,https://baike.duguji.cn/baike/w/%E7%9D%BE%E4%B8%B8%E5%9D%A0%E8%83%80%E7%96%BC%E7%97%9B,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
332,咯痰黄稠,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%92%AF%E7%97%B0%E9%BB%84%E7%A8%A0,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
330,咯痰、血,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%92%AF%E7%97%B0%E3%80%81%E8%A1%80,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
333,咯痰色白,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%92%AF%E7%97%B0%E8%89%B2%E7%99%BD,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
331,咯痰不爽,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%92%AF%E7%97%B0%E4%B8%8D%E7%88%BD,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
334,咯痰色黄,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%92%AF%E7%97%B0%E8%89%B2%E9%BB%84,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
336,咯吐白痰,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%92%AF%E5%90%90%E7%99%BD%E7%97%B0,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
335,咯痰稀白,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%92%AF%E7%97%B0%E7%A8%80%E7%99%BD,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
339,各种中毒症,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%90%84%E7%A7%8D%E4%B8%AD%E6%AF%92%E7%97%87,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
343,骨关节疼痛,duguji,not_found,https://baike.duguji.cn/baike/w/%E9%AA%A8%E5%85%B3%E8%8A%82%E7%96%BC%E7%97%9B,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
344,骨关节肿大,duguji,not_found,https://baike.duguji.cn/baike/w/%E9%AA%A8%E5%85%B3%E8%8A%82%E8%82%BF%E5%A4%A7,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
345,骨节酸痛,duguji,not_found,https://baike.duguji.cn/baike/w/%E9%AA%A8%E8%8A%82%E9%85%B8%E7%97%9B,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
349,骨折肿痛,duguji,not_found,https://baike.duguji.cn/baike/w/%E9%AA%A8%E6%8A%98%E8%82%BF%E7%97%9B,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
346,骨节疼痛,duguji,not_found,https://baike.duguji.cn/baike/w/%E9%AA%A8%E8%8A%82%E7%96%BC%E7%97%9B,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
347,骨扭伤,duguji,not_found,https://baike.duguji.cn/baike/w/%E9%AA%A8%E6%89%AD%E4%BC%A4,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
350,骨蒸劳热,duguji,not_found,https://baike.duguji.cn/baike/w/%E9%AA%A8%E8%92%B8%E5%8A%B3%E7%83%AD,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
354,关节痹痛,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%85%B3%E8%8A%82%E7%97%B9%E7%97%9B,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
352,骨肿大,duguji,not_found,https://baike.duguji.cn/baike/w/%E9%AA%A8%E8%82%BF%E5%A4%A7,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
366,关节酸痛,duguji,ok,https://baike.duguji.cn/baike/w/%E5%85%B3%E8%8A%82%E9%85%B8%E7%97%9B,,,skipped_first_source_success,,,yes,duguji
355,关节不利,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%85%B3%E8%8A%82%E4%B8%8D%E5%88%A9,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
356,关节刺痛,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%85%B3%E8%8A%82%E5%88%BA%E7%97%9B,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
357,关节钝痛,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%85%B3%E8%8A%82%E9%92%9D%E7%97%9B,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
371,关节肿大,duguji,ok,https://baike.duguji.cn/baike/w/%E5%85%B3%E8%8A%82%E8%82%BF%E5%A4%A7,,,skipped_first_source_success,,,yes,duguji
358,关节红肿热痛,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%85%B3%E8%8A%82%E7%BA%A2%E8%82%BF%E7%83%AD%E7%97%9B,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
360,关节剧痛,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%85%B3%E8%8A%82%E5%89%A7%E7%97%9B,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
361,关节冷痛,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%85%B3%E8%8A%82%E5%86%B7%E7%97%9B,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
362,关节麻木,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%85%B3%E8%8A%82%E9%BA%BB%E6%9C%A8,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
365,关节四肢疼痛,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%85%B3%E8%8A%82%E5%9B%9B%E8%82%A2%E7%96%BC%E7%97%9B,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
364,关节屈伸不利,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%85%B3%E8%8A%82%E5%B1%88%E4%BC%B8%E4%B8%8D%E5%88%A9,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
369,关节疼痈,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%85%B3%E8%8A%82%E7%96%BC%E7%97%88,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
367,关节酸痛麻木,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%85%B3%E8%8A%82%E9%85%B8%E7%97%9B%E9%BA%BB%E6%9C%A8,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
373,关节肿胀疼痛,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%85%B3%E8%8A%82%E8%82%BF%E8%83%80%E7%96%BC%E7%97%9B,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
377,寒湿痹痛,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%AF%92%E6%B9%BF%E7%97%B9%E7%97%9B,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
374,寒热头痛,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%AF%92%E7%83%AD%E5%A4%B4%E7%97%9B,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
379,寒性腹泻,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%AF%92%E6%80%A7%E8%85%B9%E6%B3%BB,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
381,汗出不畅,duguji,not_found,https://baike.duguji.cn/baike/w/%E6%B1%97%E5%87%BA%E4%B8%8D%E7%95%85,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
380,汗出,duguji,not_found,https://baike.duguji.cn/baike/w/%E6%B1%97%E5%87%BA,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
382,汗出不解,duguji,not_found,https://baike.duguji.cn/baike/w/%E6%B1%97%E5%87%BA%E4%B8%8D%E8%A7%A3,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
383,汗少,duguji,not_found,https://baike.duguji.cn/baike/w/%E6%B1%97%E5%B0%91,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
384,行步艰难,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%A1%8C%E6%AD%A5%E8%89%B0%E9%9A%BE,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
385,行经腹痛,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%A1%8C%E7%BB%8F%E8%85%B9%E7%97%9B,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
386,行经小腹冷痛,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%A1%8C%E7%BB%8F%E5%B0%8F%E8%85%B9%E5%86%B7%E7%97%9B,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
398,喉痒,duguji,ok,https://baike.duguji.cn/baike/w/%E5%96%89%E7%97%92,,,skipped_first_source_success,,,yes,duguji
400,喉肿,duguji,ok,https://baike.duguji.cn/baike/w/%E5%96%89%E8%82%BF,,,skipped_first_source_success,,,yes,duguji
387,行走无力,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%A1%8C%E8%B5%B0%E6%97%A0%E5%8A%9B,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
390,烘热,duguji,not_found,https://baike.duguji.cn/baike/w/%E7%83%98%E7%83%AD,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
394,喉核红肿,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%96%89%E6%A0%B8%E7%BA%A2%E8%82%BF,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
395,喉核肿大,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%96%89%E6%A0%B8%E8%82%BF%E5%A4%A7,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
396,喉间痰鸣,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%96%89%E9%97%B4%E7%97%B0%E9%B8%A3,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
409,昏迷,duguji,ok,https://baike.duguji.cn/baike/w/%E6%98%8F%E8%BF%B7,,,skipped_first_source_success,,,yes,duguji
397,喉痛,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%96%89%E7%97%9B,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
399,喉中作响,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%96%89%E4%B8%AD%E4%BD%9C%E5%93%8D,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
401,呼吸道出血,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%91%BC%E5%90%B8%E9%81%93%E5%87%BA%E8%A1%80,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
402,呼吸气促,duguji,not_found,https://baike.duguji.cn/baike/w/%E5%91%BC%E5%90%B8%E6%B0%94%E4%BF%83,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
406,黄痰,duguji,not_found,https://baike.duguji.cn/baike/w/%E9%BB%84%E7%97%B0,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
407,会阴少腹腰骶部疼痛,duguji,not_found,https://baike.duguji.cn/baike/w/%E4%BC%9A%E9%98%B4%E5%B0%91%E8%85%B9%E8%85%B0%E9%AA%B6%E9%83%A8%E7%96%BC%E7%97%9B,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
410,昏仆,duguji,not_found,https://baike.duguji.cn/baike/w/%E6%98%8F%E4%BB%86,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
413,活动障碍,duguji,not_found,https://baike.duguji.cn/baike/w/%E6%B4%BB%E5%8A%A8%E9%9A%9C%E7%A2%8D,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
414,肌肤红,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%82%8C%E8%82%A4%E7%BA%A2,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
415,肌肤下肿块数处,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%82%8C%E8%82%A4%E4%B8%8B%E8%82%BF%E5%9D%97%E6%95%B0%E5%A4%84,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
426,肌肉疼痛,duguji,ok,https://baike.duguji.cn/baike/w/%E8%82%8C%E8%82%89%E7%96%BC%E7%97%9B,,,skipped_first_source_success,,,yes,duguji
416,肌肤下肿块一处,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%82%8C%E8%82%A4%E4%B8%8B%E8%82%BF%E5%9D%97%E4%B8%80%E5%A4%84,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
417,肌肤肿块数处,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%82%8C%E8%82%A4%E8%82%BF%E5%9D%97%E6%95%B0%E5%A4%84,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
418,肌肤肿块一处 推之能动,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%82%8C%E8%82%A4%E8%82%BF%E5%9D%97%E4%B8%80%E5%A4%84%20%E6%8E%A8%E4%B9%8B%E8%83%BD%E5%8A%A8,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
421,肌肉剧痛,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%82%8C%E8%82%89%E5%89%A7%E7%97%9B,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
419,肌肉关节酸痛,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%82%8C%E8%82%89%E5%85%B3%E8%8A%82%E9%85%B8%E7%97%9B,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
420,肌肉红肿热痛,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%82%8C%E8%82%89%E7%BA%A2%E8%82%BF%E7%83%AD%E7%97%9B,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
424,肌肉酸麻,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%82%8C%E8%82%89%E9%85%B8%E9%BA%BB,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
422,肌肉麻木,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%82%8C%E8%82%89%E9%BA%BB%E6%9C%A8,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
437,急躁易怒,duguji,no_definition,https://baike.duguji.cn/baike/w/%E6%80%A5%E8%BA%81%E6%98%93%E6%80%92,raw page parsed but no definition found,dayi,not_found,,no exact symptom result in search page,no,
428,肌痩,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%82%8C%E7%97%A9,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
429,肌痿无力,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%82%8C%E7%97%BF%E6%97%A0%E5%8A%9B,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
430,积聚痞块,duguji,not_found,https://baike.duguji.cn/baike/w/%E7%A7%AF%E8%81%9A%E7%97%9E%E5%9D%97,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
447,健忘,duguji,ok,https://baike.duguji.cn/baike/w/%E5%81%A5%E5%BF%98,,,skipped_first_source_success,,,yes,duguji
433,积滞内停,duguji,not_found,https://baike.duguji.cn/baike/w/%E7%A7%AF%E6%BB%9E%E5%86%85%E5%81%9C,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
434,积滞胀满,duguji,not_found,https://baike.duguji.cn/baike/w/%E7%A7%AF%E6%BB%9E%E8%83%80%E6%BB%A1,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
432,积滞不消,duguji,not_found,https://baike.duguji.cn/baike/w/%E7%A7%AF%E6%BB%9E%E4%B8%8D%E6%B6%88,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
436,急性起并半身不遂,duguji,not_found,https://baike.duguji.cn/baike/w/%E6%80%A5%E6%80%A7%E8%B5%B7%E5%B9%B6%E5%8D%8A%E8%BA%AB%E4%B8%8D%E9%81%82,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
441,肩背酸痛,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%82%A9%E8%83%8C%E9%85%B8%E7%97%9B,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
443,肩部疼痛重着,duguji,not_found,https://baike.duguji.cn/baike/w/%E8%82%A9%E9%83%A8%E7%96%BC%E7%97%9B%E9%87%8D%E7%9D%80,HTTP 404: page does not exist,dayi,not_found,,no exact symptom result in search page,no,
