Disease_id	Disease_name	Disease_alias_name	DisGeNET_disease_type	UMLS_disease_type	MeSH_disease_class	HPO_disease_class	DO_disease_class	UMLS_disease_type_id	MeSH_disease_class_id	HPO_disease_class_id	DO_disease_class_id	DisGeNET_id	MeSH_id	HPO_id	DO_id	ICD10_id	OMIM_id
HBDIS016834	Ectrodactyly, Ectodermal Dysplasia, And Cleft Lip/Palate Syndrome 1	Ectrodactyly, Ectodermal Dysplasia, And Cleft Lip/Palate Syndrome 1; Ectrodactyly, Ectodermal Dysplasia, And Cleft Lip-Palate Syndrome 3; Ectrodactyly, Ectodermal Dysplasia, And Cleft Lip-Palate Syndrome 1; Eec Syndrome	disease	Disease or Syndrome	Stomatognathic Diseases; Skin and Connective Tissue Diseases; Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Musculoskeletal Diseases	NA	genetic disease	T047	C05; C16; C17; C07	NA	DOID:630	C1851841	C565062	NA	60784; 60782; 60783	NA	129900
HBDIS016835	Midline Notch of Upper Alveolar Ridge	Midline Cleft of Maxillary Alveolar Process; Midline Notch of Maxillary Alveolar Process; Midline Notch of Upper Alveolar Ridge; Midline Cleft of Upper Alveolar Ridge; Midline Notch of Maxillary Alveolar Ridge; Midline Notch of Upper Gum Ridge	phenotype	Finding	NA	Abnormality of head or neck	NA	T033	NA	HP:0000152	NA	C1851853	NA	HP:0009084	NA	NA	NA
HBDIS016836	Orofacial Cleft 8	Cleft Lip With Or Without Cleft Palate, Nonsyndromic, 8; Orofacial Cleft 8	disease	Disease or Syndrome	Stomatognathic Diseases; Skin and Connective Tissue Diseases; Congenital, Hereditary, and Neonatal Diseases and Abnormalities	NA	syndrome; physical disorder	T047	C16; C17; C07	NA	DOID:0080015; DOID:225	C1851878	C565070; C565069	NA	80401	NA	618149
HBDIS016837	Small, Conical Teeth	Conical Microdontia; Small, Cone Shaped Teeth; Small, Conical Teeth	phenotype	Finding	NA	Abnormality of head or neck	NA	T033	NA	HP:0000152	NA	C1851883	NA	HP:0200141	NA	NA	NA
HBDIS016838	Progressive Alopecia	Progressive Alopecia	phenotype	Finding	Skin and Connective Tissue Diseases; Pathological Conditions, Signs and Symptoms	Abnormality of the integument	NA	T033	C17; C23	HP:0001574	NA	C1851885	NA	HP:0002287	NA	NA	NA
HBDIS016839	Anterior Creases of Earlobe	Earlobe Crease; Anterior Creases of Earlobe; Transverse Earlobe Creases	phenotype	Finding	NA	Abnormality of the ear	NA	T033	NA	HP:0000598	NA	C1851897	NA	HP:0009908	NA	NA	128950
HBDIS016840	Dopa-Responsive Dystonia	Dystonia 5; Dopa-Responsive Dystonia; Dystonia, Dopa-Responsive	disease	Disease or Syndrome	Nervous System Diseases	NA	disease of anatomical entity; genetic disease	T047	C10	NA	DOID:7; DOID:630	C1851920	C538007	NA	90043	NA	128230
HBDIS016841	Paroxysmal Choreoathetosis	Choreoathetosis, Intermittent; Choreoathetosis, Episodic; Paroxysmal Choreoathetosis	phenotype	Finding	Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Abnormality of the nervous system	NA	T033	C10; C23	HP:0000707	NA	C1851936	NA	HP:0007098	NA	NA	NA
HBDIS016842	Dystonia 4, Torsion, Autosomal Dominant (Disorder)	Dystonia Musculorum Deformans 4; Dystonia 4, Torsion, Autosomal Dominant; Torsion Dystonia 4	disease	Disease or Syndrome	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Nervous System Diseases	NA	disease of anatomical entity; genetic disease	T047	C16; C10	NA	DOID:7; DOID:630	C1851943	C538004	NA	90041	NA	128101
HBDIS016843	Dystonia 1, Torsion, Autosomal Dominant	Torsion Dystonia 1; Early-Onset Torsion Dystonia; Torsion Dystonia With Onset In Infancy; Dystonia 1, Torsion, Autosomal Dominant	disease	Disease or Syndrome	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Nervous System Diseases	NA	disease of anatomical entity; genetic disease	T047	C16; C10	NA	DOID:7; DOID:630	C1851945	NA	NA	90058; 60730	NA	128100
HBDIS016844	Lewy Body Variant of Alzheimer Disease	Lewy Body Variant of Alzheimer Disease; Dementia, Lewy Body; Lewy Body Dementia	disease	Disease or Syndrome	Mental Disorders; Nervous System Diseases	NA	disease of mental health	T047	F03; C10	NA	DOID:150	C1851958	C565078	NA	12217	NA	127750
HBDIS016845	Fluctuations In Consciousness	Fluctuations In Consciousness	phenotype	Finding	NA	Abnormality of the nervous system	NA	T033	NA	HP:0000707	NA	C1851959	NA	HP:0007159	NA	NA	NA
HBDIS016846	Dyskeratosis Congenita, Autosomal Dominant	Dyskeratosis Congenita, Autosomal Dominant	disease	Disease or Syndrome	Skin and Connective Tissue Diseases; Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Hemic and Lymphatic Diseases	NA	NA	T047	C16; C17; C15	NA	NA	C1851970	C565079	NA	NA	NA	NA
HBDIS016847	Reticular Hyperpigmentation	Reticular Hyperpigmentation; Reticulate Hyperpigmentation	phenotype	Finding	NA	Abnormality of the integument	NA	T033	NA	HP:0001574	NA	C1851972	NA	HP:0007588	NA	NA	NA
HBDIS016848	Dorsal Subluxation of Ulna	Dorsal Subluxation of Ulna	phenotype	Finding	NA	Abnormality of the skeletal system; Abnormality of limbs	NA	T033	NA	HP:0040064; HP:0000924	NA	C1851988	NA	HP:0006459	NA	NA	NA
HBDIS016849	Malattia Leventinese	Drusen, Radial, Autosomal Dominant; Malattia Leventinese; Basal Laminar Drusen; Doyne Honeycomb Retinal Dystrophy	disease	Disease or Syndrome	Eye Diseases; Nervous System Diseases	NA	disease of anatomical entity; genetic disease	T047	C10; C11	NA	DOID:7; DOID:630	C1852020	C535602	NA	60746; 60745	NA	126600
HBDIS016850	Drusen, Radial, Autosomal Dominant	Drusen, Radial, Autosomal Dominant; Malattia Leventinese; Basal Laminar Drusen; Doyne Honeycomb Retinal Dystrophy	disease	Disease or Syndrome	Eye Diseases; Congenital, Hereditary, and Neonatal Diseases and Abnormalities	NA	disease of anatomical entity; genetic disease	T047	C16; C11	NA	DOID:7; DOID:630	C1852021	C565088	NA	60746; 60745	NA	126600
HBDIS016851	Doughnut Lesions of Skull, Familial	Doughnut Lesions of Skull, Familial	disease	Disease or Syndrome	Musculoskeletal Diseases	NA	NA	T047	C05	NA	NA	C1852022	C565089	NA	NA	NA	126550
HBDIS016852	Digitotalar Dysmorphism	Digitotalar Dysmorphism	disease	Disease or Syndrome	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Musculoskeletal Diseases	NA	NA	T047	C05; C16	NA	NA	C1852085	C565097	NA	NA	NA	126050
HBDIS016853	Insulin Resistance, Susceptibility To	Type 2 Diabetes Mellitus; Diabetes Mellitus, Noninsulin-Dependent; Insulin Resistance, Susceptibility To	disease	Finding	NA	NA	disease of metabolism	T033	NA	NA	DOID:0014667	C1852091	NA	NA	9352	NA	125853
HBDIS016854	Diabetes Mellitus, Insulin-Dependent, 2	Diabetes Mellitus, Insulin-Dependent, 2; Insulin-Dependent Diabetes Mellitus 2; Type 1 Diabetes Mellitus 2	disease	Disease or Syndrome	Immune System Diseases; Nutritional and Metabolic Diseases; Endocrine System Diseases	NA	genetic disease; disease of metabolism	T047	C20; C19; C18	NA	DOID:0014667; DOID:630	C1852092	C565100	NA	110741	NA	125852
HBDIS016855	Maturity-Onset Diabetes of The Young, Type 1	Maturity-Onset Diabetes of The Young, Type 1; Maturity-Onset Diabetes of The Young Type 1	disease	Disease or Syndrome	Nutritional and Metabolic Diseases; Endocrine System Diseases	NA	genetic disease; disease of metabolism	T047	C19; C18	NA	DOID:0014667; DOID:630	C1852093	C565101	NA	111099	NA	125850
HBDIS016856	Keratosis Palmoplantaris Striata Ii	Keratosis Palmoplantaris Striata Ii	disease	Disease or Syndrome	Skin and Connective Tissue Diseases; Congenital, Hereditary, and Neonatal Diseases and Abnormalities	NA	NA	T047	C16; C17	NA	NA	C1852127	C565102	NA	NA	NA	612908
HBDIS016857	Fingerprints, Absence Of	Fingerprints, Absence Of; Adermatoglyphia	phenotype	Finding	Skin and Connective Tissue Diseases; Congenital, Hereditary, and Neonatal Diseases and Abnormalities	Abnormality of the integument	disease of anatomical entity; genetic disease	T033	C16; C17	HP:0001574	DOID:7; DOID:630	C1852150	C565010	HP:0007455	111357	NA	136000
HBDIS016858	Periapical Bone Loss	Periapical Radiolucency; Periapical Radiolucencies; Dark Spot Around Tooth Root On X-Ray; Periapical Granuloma; Periapical Bone Loss; Periapical Cyst; Periapical Lesion	phenotype	Finding	NA	Abnormality of head or neck	NA	T033	NA	HP:0000152	NA	C1852169	NA	HP:0000700	NA	NA	NA
HBDIS016859	Major Affective Disorder 1	Major Affective Disorder 1; Bipolar Disorder	disease	Mental or Behavioral Dysfunction	Mental Disorders	NA	disease of mental health	T048	F03	NA	DOID:150	C1852197	C565111	NA	80220; 3312	NA	125480
HBDIS016860	Failure of Tooth Eruption, Primary	Failure of Tooth Eruption, Primary; Primary Failure of Tooth Eruption	disease	Disease or Syndrome	Stomatognathic Diseases	NA	disease of anatomical entity; genetic disease	T047	C07	NA	DOID:7; DOID:630	C1852222	C565114	NA	111341	NA	125350
HBDIS016861	Nonarteritic Anterior Ischemic Optic Neuropathy (Naion)	Nonarteritic Anterior Ischemic Optic Neuropathy	disease	Disease or Syndrome	NA	Abnormality of the eye	NA	T047	NA	HP:0000478	NA	C1852242	NA	HP:0007634	NA	NA	NA
HBDIS016862	Optic Atrophy 1 And Deafness	Optic Atrophy 1 And Deafness	disease	Disease or Syndrome	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Nervous System Diseases; Eye Diseases; Pathological Conditions, Signs and Symptoms; Otorhinolaryngologic Diseases	NA	NA	T047	C09; C11; C16; C23; C10	NA	NA	C1852267	C537124	NA	NA	NA	NA
HBDIS016863	Auditory Neuropathy	Cardiomyopathy, Restrictive; Auditory Neuropathy	disease	Disease or Syndrome	Otorhinolaryngologic Diseases; Nervous System Diseases; Pathological Conditions, Signs and Symptoms	NA	NA	T047	C09; C10; C23	NA	NA	C1852271	C538268	NA	NA	NA	561000
HBDIS016864	Deafness, Autosomal Dominant 1 (Disorder)	Deafness, Autosomal Dominant 1; Deafness, Autosomal Dominant 1, With Or Without Thrombocytopenia; Autosomal Dominant Nonsyndromic Deafness 1; Konigsmark Syndrome	disease	Disease or Syndrome	Otorhinolaryngologic Diseases; Nervous System Diseases; Pathological Conditions, Signs and Symptoms	NA	disease of anatomical entity; genetic disease	T047	C09; C10; C23	NA	DOID:7; DOID:630	C1852282	C565121	NA	110541	NA	124900
HBDIS016865	Autoamputation of Digits	Autoamputation of Digits	phenotype	Finding	Musculoskeletal Diseases	Abnormality of limbs	NA	T033	C05	HP:0040064	NA	C1852289	NA	HP:0007460	NA	NA	NA
HBDIS016866	Darier Disease, Acral Hemorrhagic Type	Darier Disease, Segmental; Darier-White Disease; Keratosis Follicularis; Darier Disease, Acral Hemorrhagic Type	disease	Disease or Syndrome	Skin and Connective Tissue Diseases; Congenital, Hereditary, and Neonatal Diseases and Abnormalities	NA	disease of anatomical entity	T047	C16; C17	NA	DOID:7	C1852296	C565125	NA	2734	NA	124200
HBDIS016867	Darier Disease, Segmental	Darier Disease, Segmental; Darier-White Disease; Keratosis Follicularis; Darier Disease, Acral Hemorrhagic Type	disease	Disease or Syndrome	Skin and Connective Tissue Diseases; Congenital, Hereditary, and Neonatal Diseases and Abnormalities	NA	disease of anatomical entity	T047	C16; C17	NA	DOID:7	C1852297	C565126	NA	2734	NA	124200
HBDIS016868	Plantar Pits	Plantar Pits	phenotype	Finding	NA	Abnormality of limbs; Abnormality of the integument	NA	T033	NA	HP:0001574; HP:0040064	NA	C1852301	NA	HP:0010612	NA	NA	NA
HBDIS016869	Subungual Hyperkeratotic Fragments	Subungual Hyperkeratotic Fragments	phenotype	Finding	NA	Abnormality of the integument	NA	T033	NA	HP:0001574	NA	C1852311	NA	HP:0008410	NA	NA	NA
HBDIS016870	Mitochondrial Complex Iii Deficiency (Disorder)	Mitochondrial Complex Iii Deficiency	disease	Disease or Syndrome	Nutritional and Metabolic Diseases	NA	genetic disease; disease of metabolism	T047	C18	NA	DOID:0014667; DOID:630	C1852372	C565128	NA	111139	NA	NA
HBDIS016871	Mitochondrial Encephalopathy	Mitochondrial Encephalopathy	disease	Disease or Syndrome	Nervous System Diseases; Nutritional and Metabolic Diseases; Musculoskeletal Diseases	Abnormality of the nervous system	NA	T047	C05; C10; C18	HP:0000707	NA	C1852373	C538525	HP:0006789	NA	NA	NA
HBDIS016872	Cutis Gyrata Syndrome of Beare And Stevenson	Cutis Gyrata Syndrome of Beare And Stevenson; Beare-Stevenson Cutis Gyrata Syndrome	disease	Disease or Syndrome	Skin and Connective Tissue Diseases; Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Musculoskeletal Diseases	NA	genetic disease	T047	C05; C16; C17	NA	DOID:630	C1852406	C565129	NA	50660	NA	123790
HBDIS016873	Prominent Scrotal Raphe	Prominent Perineal Raphe; Prominent Scrotal Raphe	phenotype	Finding	NA	Abnormality of the genitourinary system	NA	T033	NA	HP:0000119	NA	C1852407	NA	HP:0003246	NA	NA	NA
HBDIS016874	Preauricular Skin Furrow	Preauricular Skin Furrow; Skin Sulcus Behind The Ear; Skin Groove Behind The Ear; Preauricular Skin Groove; Preauricular Skin Furrows; Preauricular Skin Sulcus	phenotype	Finding	NA	Abnormality of head or neck	NA	T033	NA	HP:0000152	NA	C1852411	NA	HP:0004450	NA	NA	NA
HBDIS016875	Cataract, Variable Zonular Pulverulent	Cataract, Variable Zonular Pulverulent	disease	Disease or Syndrome	Eye Diseases	NA	NA	T047	C11	NA	NA	C1852429	C565132	NA	NA	NA	NA
HBDIS016876	Cataract, Coppock-Like	Nuclear Pulverulent Cataract; Cataract 2, Multiple Types; Cataracta Pulverulenta Centralis; Coppock-Like Cataract; Cataract 30; Central Pulverulent Cataract; Cataract 2 Multiple Types; Pulverulent Nuclear Cataract; Cataract, Coppock-Like	disease	Disease or Syndrome	Eye Diseases	Abnormality of the eye	disease of anatomical entity; genetic disease	T047	C11	HP:0000478	DOID:7; DOID:630	C1852438	C565133	HP:0010698	110248; 110235	NA	604307
HBDIS016877	Cryptophthalmos, Unilateral Or Bilateral, Isolated	Cryptophthalmos, Unilateral Or Bilateral, Isolated	disease	Disease or Syndrome	Eye Diseases; Congenital, Hereditary, and Neonatal Diseases and Abnormalities	NA	NA	T047	C16; C11	NA	NA	C1852453	C565138	NA	NA	NA	123570
HBDIS016878	Abnormality of The Cervical Spine	Disorder of Cervical Vertebra; Abnormality of Cervical Vertebra; Abnormality of The Cervical Vertebrae; Cervical Spine Abnormalities; Cervical Vertebral Abnormalities; Cervical Vertebral Anomalies; Abnormality of The Cervical Spine; Abnormal Cervical Spine	phenotype	Finding	NA	Abnormality of the skeletal system	NA	T033	NA	HP:0000924	NA	C1852464	NA	HP:0003319	NA	NA	NA
HBDIS016879	Creutzfeldt-Jakob Disease, Sporadic	Creutzfeldt-Jakob Disease, Heidenhain Variant; Creutzfeldt-Jakob Disease; Vcjd; Creutzfeldt-Jakob Disease, Familial; Creutzfeldt-Jakob Disease, Sporadic	disease	Disease or Syndrome	Mental Disorders; Infections; Nervous System Diseases	NA	disease of anatomical entity	T047	C01; F03; C10	NA	DOID:7	C1852467	C565143	NA	11949	NA	123400
HBDIS016880	Extrapyramidal Muscular Rigidity	Extrapyramidal Muscular Rigidity	phenotype	Finding	Musculoskeletal Diseases; Nervous System Diseases; Pathological Conditions, Signs and Symptoms	Abnormality of the nervous system	NA	T033	C05; C10; C23	HP:0000707	NA	C1852470	NA	HP:0007076	NA	NA	NA
HBDIS016881	Loss of Facial Expression	Loss of Facial Expression	phenotype	Finding	NA	Abnormality of head or neck	NA	T033	NA	HP:0000152	NA	C1852476	NA	HP:0005327	NA	NA	NA
HBDIS016882	Craniometaphyseal Dysplasia, Autosomal Dominant	Autosomal Dominant Craniometaphyseal Dysplasia; Craniometaphyseal Dysplasia; Craniometaphyseal Dysplasia, Autosomal Dominant	disease	Disease or Syndrome	Stomatognathic Diseases; Musculoskeletal Diseases	NA	disease of anatomical entity; genetic disease	T047	C05; C07	NA	DOID:7; DOID:630	C1852502	C565145	NA	80033	NA	123000
HBDIS016883	Misalignment of Teeth	Misalignment of Teeth; Abnormality of Alignment of Teeth; Abnormal Teeth Spacing; Malaligned Teeth; Crooked Teeth; Abnormality of Teeth Spacing; Malpositioned Teeth; Malposition of Teeth; Abnormal Dental Position	phenotype	Finding	NA	Abnormality of head or neck	NA	T033	NA	HP:0000152	NA	C1852504	NA	HP:0000692	NA	NA	NA
HBDIS016884	Corticosteroid-Binding Globulin Deficiency	Corticosteroid-Binding Globulin, Elevated; Corticosteroid-Binding Globulin Deficiency	disease	Disease or Syndrome	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Pathological Conditions, Signs and Symptoms	NA	disease of anatomical entity; genetic disease	T047	C16; C23	NA	DOID:7; DOID:630	C1852529	C565152	NA	90030	NA	611489
HBDIS016885	Hypoplastic Male External Genitalia	Underdeveloped Male Genitalia; Hypoplastic Male Genitalia; Hypoplastic Male External Genitalia; Small Male External Genitalia	phenotype	Finding	NA	Abnormality of the genitourinary system	NA	T033	NA	HP:0000119	NA	C1852534	NA	HP:0000050	NA	NA	NA
HBDIS016886	Coronary Artery Dissection, Spontaneous	Coronary Artery Dissection, Spontaneous	disease	Disease or Syndrome	Cardiovascular Diseases; Congenital, Hereditary, and Neonatal Diseases and Abnormalities	NA	NA	T047	C16; C14	NA	NA	C1852540	C565153	NA	NA	NA	122455
HBDIS016887	Absent Retinal Pigment Epithelium	Absent Retinal Pigment Epithelium	phenotype	Finding	NA	Abnormality of the eye	NA	T033	NA	HP:0000478	NA	C1852548	NA	HP:0007980	NA	NA	NA
HBDIS016888	Epithelial Recurrent Erosion Dystrophy	Epithelial Recurrent Erosion Dystrophy	disease	Disease or Syndrome	Eye Diseases; Congenital, Hereditary, and Neonatal Diseases and Abnormalities	NA	NA	T047	C16; C11	NA	NA	C1852551	C565155	NA	NA	NA	122400
HBDIS016889	Corneal Endothelial Dystrophy 1, Autosomal Dominant	Posterior Polymorphous Corneal Dystrophy 1; Corneal Endothelial Dystrophy 1, Autosomal Dominant, Formerly; Corneal Dystrophy, Posterior Polymorphous, 1; Posterior Polymorphous Corneal Dystrophy	disease	Disease or Syndrome	Eye Diseases; Congenital, Hereditary, and Neonatal Diseases and Abnormalities	NA	disease of anatomical entity; genetic disease	T047	C16; C11	NA	DOID:7; DOID:630	C1852555	C562745	NA	110855; 60457	NA	122000
HBDIS016890	Cornea Plana 1	Cornea Plana 1; Cornea Plana 1, Autosomal Dominant; Cornea Plana	disease	Disease or Syndrome	Eye Diseases; Congenital, Hereditary, and Neonatal Diseases and Abnormalities	NA	disease of anatomical entity	T047	C16; C11	NA	DOID:7	C1852557	C565158	NA	60287	NA	121400
HBDIS016891	Epilepsy, Benign Neonatal, 2	Seizures, Benign Familial Neonatal, 2; Benign Neonatal Seizures; Epilepsy, Benign Neonatal, 2; Convulsions Benign Familial Neonatal Dominant Form; Bfnc2	disease	Disease or Syndrome	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Nervous System Diseases	NA	disease of anatomical entity	T047	C16; C10	NA	DOID:7	C1852581	C535466	NA	14264	NA	121201
HBDIS016892	Arthrogryposis, Distal, Type 2E	Distal Arthrogryposis; Arthrogryposis, Distal, Type 2E	disease	Disease or Syndrome	Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Musculoskeletal Diseases	NA	disease of anatomical entity	T047	C05; C16	NA	DOID:7	C1852597	C535384	NA	50646	NA	121070
HBDIS016893	Complement Component 4, Partial Deficiency Of	Complement Component 4, Partial Deficiency Of	disease	Disease or Syndrome	Immune System Diseases; Congenital, Hereditary, and Neonatal Diseases and Abnormalities	NA	NA	T047	C16; C20	NA	NA	C1852700	C565168	NA	NA	NA	120790
HBDIS016894	Papillorenal Syndrome	Papillorenal Syndrome; Renal Coloboma Syndrome; Renal Hypoplasia, Isolated	disease	Disease or Syndrome	Eye Diseases; Male Urogenital Diseases; Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Female Urogenital Diseases and Pregnancy Complications	NA	genetic disease	T047	C12; C16; C11; C13	NA	DOID:630	C1852759	C537168	NA	90006	NA	120330
HBDIS016895	Hereditary Macular Coloboma	Coloboma; Hereditary Macular Coloboma; Coloboma of Macula; Macular Coloboma	disease	Congenital Abnormality	Eye Diseases; Congenital, Hereditary, and Neonatal Diseases and Abnormalities	Abnormality of the eye	disease of anatomical entity	T019	C16; C11	HP:0000478	DOID:7	C1852767	C535968	HP:0001116	12270	NA	120300
HBDIS016896	Oi-Eds Combined Syndrome	Oi-Eds Combined Syndrome; Oi/Eds Combined Syndrome	disease	Disease or Syndrome	Cardiovascular Diseases; Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Skin and Connective Tissue Diseases; Hemic and Lymphatic Diseases; Musculoskeletal Diseases	NA	NA	T047	C05; C14; C16; C17; C15	NA	NA	C1852924	C565178	NA	NA	NA	120150
HBDIS016897	Vitreoretinopathy With Phalangeal Epiphyseal Dysplasia	Vitreoretinopathy With Phalangeal Epiphyseal Dysplasia	disease	Disease or Syndrome	Eye Diseases; Congenital, Hereditary, and Neonatal Diseases and Abnormalities; Musculoskeletal Diseases	NA	NA	T047	C05; C16; C11	NA	NA	C1852989	C565179	NA	NA	NA	120140
